Sample Number,DateTime GMT,Latitude,Longitude,Altitude_mASL,NumSats,GPSLevel,RC Connected,Fix,OffsetSeconds,DateTime UTC,RecordType,TickNo,DateRaw,TimeRaw,hDOP,pDOP,hAcc,sAcc,VelN_mps,VelE_mps,VelD_mps,Source
358278052,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,597130,<nil>,20313,358278052,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
358379128,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,597298,<nil>,20301,358379128,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
358487969,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,597479,<nil>,20325,358487969,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
358629935,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,597716,<nil>,1000,358629935,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
358911077,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598185,<nil>,2208,358911077,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359018123,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598363,<nil>,20301,359018123,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359075765,<nil>,21.0393746,105.8055814,23.37,7,2,<nil>,true,598459,2025-12-10T09:43:15Z,2096,359075765,20251210,94315,180.000,266.000,3.000,2051.000,-0.340,0.020,0.060,v3
359155553,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598592,<nil>,20313,359155553,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359270707,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598784,<nil>,2048,359270707,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359365782,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,598942,<nil>,2256,359365782,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359483649,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,599139,<nil>,20312,359483649,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359881723,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,599802,<nil>,20300,359881723,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
359964336,<nil>,21.0393745,105.8055811,23.41,7,2,<nil>,true,599940,2025-12-10T09:43:15Z,2096,359964336,20251210,94315,180.000,266.000,3.000,2051.000,-0.240,0.000,0.050,v3
359974008,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,599956,<nil>,20300,359974008,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360082198,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,600136,<nil>,20312,360082198,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360194672,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,600324,<nil>,20312,360194672,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360375013,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,600625,<nil>,20313,360375013,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360485217,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,600808,<nil>,2048,360485217,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360588543,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,600980,<nil>,20301,360588543,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
360705448,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,601175,<nil>,20312,360705448,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361097942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,601829,<nil>,20325,361097942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361209226,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,602015,<nil>,20300,361209226,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361320015,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,602200,<nil>,20313,361320015,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361666138,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,602776,<nil>,20312,361666138,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361778653,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,602964,<nil>,20312,361778653,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
361882385,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,603137,<nil>,20301,361882385,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362271606,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,603786,<nil>,20301,362271606,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362386139,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,603976,<nil>,20312,362386139,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362503377,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,604172,<nil>,20301,362503377,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362675722,<nil>,21.0393755,105.8055803,23.57,7,2,<nil>,true,604459,2025-12-10T09:43:16Z,2096,362675722,20251210,94316,180.000,266.000,3.000,2044.000,-0.100,0.040,0.090,v3
362690315,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,604483,<nil>,20313,362690315,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362795821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,604659,<nil>,20301,362795821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
362914762,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,604857,<nil>,20300,362914762,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363018545,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,605030,<nil>,20301,363018545,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363270440,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,605450,<nil>,20312,363270440,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363399423,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,605665,<nil>,81,363399423,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363513454,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,605855,<nil>,20312,363513454,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363575722,<nil>,21.0393753,105.8055801,23.62,7,2,<nil>,true,605959,2025-12-10T09:43:16Z,2096,363575722,20251210,94316,180.000,266.000,3.000,2042.000,-0.150,0.010,0.080,v3
363616887,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,606028,<nil>,20312,363616887,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363735967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,606226,<nil>,20300,363735967,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363864631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,606441,<nil>,20301,363864631,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
363997507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,606662,<nil>,20313,363997507,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364118473,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,606864,<nil>,20300,364118473,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364236825,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,607061,<nil>,20324,364236825,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364347958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,607246,<nil>,20300,364347958,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364458542,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,607430,<nil>,20301,364458542,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364499020,<nil>,21.0393751,105.8055800,23.63,7,2,<nil>,true,607498,2025-12-10T09:43:16Z,2096,364499020,20251210,94316,180.000,266.000,3.000,2043.000,-0.220,0.060,0.110,v3
364714941,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,607858,<nil>,20312,364714941,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364820786,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,608034,<nil>,20301,364820786,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
364939942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,608233,<nil>,20312,364939942,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
365880261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,609800,<nil>,20300,365880261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
365990787,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,609984,<nil>,20301,365990787,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
366099441,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,610165,<nil>,81,366099441,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
366206699,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,610344,<nil>,20312,366206699,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
366275704,<nil>,21.0393771,105.8055781,23.80,7,2,<nil>,true,610459,2025-12-10T09:43:16Z,2096,366275704,20251210,94316,180.000,266.000,3.000,2044.000,-0.070,-0.080,0.100,v3
366310005,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,610516,<nil>,20300,366310005,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367046059,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,611743,<nil>,20301,367046059,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367167635,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,611946,<nil>,20301,367167635,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367175717,<nil>,21.0393793,105.8055764,23.94,7,2,<nil>,true,611959,2025-12-10T09:43:17Z,2096,367175717,20251210,94317,180.000,266.000,3.000,2043.000,-0.100,-0.150,0.110,v3
367435378,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,612392,<nil>,20301,367435378,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367559821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,612599,<nil>,20490,367559821,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367657760,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,612762,<nil>,20300,367657760,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367887463,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,613145,<nil>,20312,367887463,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
367993028,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,613321,<nil>,20300,367993028,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
368075755,<nil>,21.0393786,105.8055765,23.94,7,2,<nil>,true,613459,2025-12-10T09:43:17Z,2096,368075755,20251210,94317,180.000,266.000,3.000,2040.000,0.000,-0.080,0.090,v3
368096691,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,613494,<nil>,20312,368096691,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
368690790,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,614484,<nil>,20301,368690790,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
368799525,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,614665,<nil>,1000,368799525,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
368905868,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,614843,<nil>,20324,368905868,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
368975699,<nil>,21.0393753,105.8055780,23.82,7,2,<nil>,true,614959,2025-12-10T09:43:17Z,2096,368975699,20251210,94317,180.000,266.000,3.000,2039.000,0.000,-0.050,0.080,v3
369005991,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,615009,<nil>,20313,369005991,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
369649014,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,616081,<nil>,20300,369649014,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
369755120,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,616258,<nil>,20301,369755120,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
369875719,<nil>,21.0393750,105.8055782,23.80,7,2,<nil>,true,616459,2025-12-10T09:43:17Z,2096,369875719,20251210,94317,180.000,266.000,3.000,2044.000,-0.020,0.050,0.100,v3
369893484,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,616489,<nil>,1712,369893484,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
370173797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,616956,<nil>,20313,370173797,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
370288122,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,617146,<nil>,20312,370288122,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
370400962,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,617334,<nil>,20313,370400962,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
370853120,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,618088,<nil>,20301,370853120,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
370970302,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,618283,<nil>,20313,370970302,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
371069314,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,618448,<nil>,20313,371069314,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
371599945,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,619333,<nil>,20312,371599945,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
371664274,<nil>,21.0393756,105.8055777,23.93,7,2,<nil>,true,619440,2025-12-10T09:43:18Z,2096,371664274,20251210,94318,180.000,266.000,3.000,2049.000,0.060,-0.020,0.050,v3
371782371,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,619637,<nil>,20301,371782371,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
371879323,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,619798,<nil>,20313,371879323,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
372000443,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,620000,<nil>,20312,372000443,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
372434497,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,620724,<nil>,20300,372434497,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
372555976,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,620926,<nil>,20300,372555976,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
372575688,<nil>,21.0393759,105.8055776,23.96,7,2,<nil>,true,620959,2025-12-10T09:43:18Z,2096,372575688,20251210,94318,180.000,266.000,3.000,2052.000,0.110,0.040,0.040,v3
372653300,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,621088,<nil>,20313,372653300,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
372779312,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,621298,<nil>,20313,372779312,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373017554,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,621695,<nil>,2064,373017554,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373384198,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,622306,<nil>,20312,373384198,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373501500,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,622502,<nil>,20800,373501500,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373509351,<nil>,21.0393759,105.8055776,24.01,7,2,<nil>,true,622515,2025-12-10T09:43:18Z,2096,373509351,20251210,94318,180.000,266.000,3.000,2051.000,0.010,0.110,0.040,v3
373681197,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,622801,<nil>,20312,373681197,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373782810,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,622971,<nil>,20313,373782810,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
373911685,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,623186,<nil>,20324,373911685,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
374200498,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,623667,<nil>,1700,374200498,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
374306250,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,623843,<nil>,2088,374306250,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
374375739,<nil>,21.0393763,105.8055777,24.06,6,2,<nil>,true,623959,2025-12-10T09:43:18Z,2096,374375739,20251210,94318,190.000,362.000,3.000,2055.000,-0.080,0.210,0.070,v3
374409265,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,624015,<nil>,101,374409265,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
374734199,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,624556,<nil>,20312,374734199,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
374845913,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,624743,<nil>,20324,374845913,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
375157001,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,625261,<nil>,20300,375157001,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
375275729,<nil>,21.0393765,105.8055778,24.07,6,2,<nil>,true,625459,2025-12-10T09:43:18Z,2096,375275729,20251210,94318,190.000,362.000,3.000,2058.000,0.020,0.130,0.100,v3
375275939,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,625459,<nil>,106,375275939,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
375544191,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,625906,<nil>,20312,375544191,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
375645625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,626076,<nil>,20301,375645625,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
375758114,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,626263,<nil>,20301,375758114,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376094281,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,626823,<nil>,20324,376094281,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376175714,<nil>,21.0393763,105.8055778,24.13,6,2,<nil>,true,626959,2025-12-10T09:43:19Z,2096,376175714,20251210,94319,190.000,362.000,3.000,2064.000,-0.030,0.100,0.060,v3
376209715,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,627016,<nil>,16,376209715,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376502893,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,627504,<nil>,20301,376502893,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376617359,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,627695,<nil>,2048,376617359,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376735920,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,627893,<nil>,20324,376735920,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
376957177,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,628261,<nil>,20312,376957177,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
377052052,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,628420,<nil>,20313,377052052,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
377064310,<nil>,21.0393763,105.8055777,24.15,6,2,<nil>,true,628440,2025-12-10T09:43:19Z,2096,377064310,20251210,94319,190.000,362.000,3.000,2070.000,0.060,0.010,0.040,v3
377175261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,628625,<nil>,20300,377175261,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
377624253,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,629373,<nil>,20324,377624253,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
377742270,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,629570,<nil>,20300,377742270,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378057803,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,630096,<nil>,20313,378057803,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378167007,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,630278,<nil>,20340,378167007,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378276703,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,630461,<nil>,20324,378276703,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378417272,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,630695,<nil>,20300,378417272,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378523192,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,630871,<nil>,20312,378523192,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378635856,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,631059,<nil>,20301,378635856,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
378745895,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,631243,<nil>,20312,378745895,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
379052981,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,631754,<nil>,20324,379052981,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,<nil>,v3
